Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
ASPI,ASP ISOTOPES INC,Materials,Equity,6777001.94,0.01,6777001.94,1406017,4.82,United States,NASDAQ,USD,1,USD,-
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,6759852.2,0.01,6759852.2,138806,48.7,United States,NASDAQ,USD,1,USD,-
OLPX,OLAPLEX HOLDINGS INC,Consumer Staples,Equity,6737386.25,0.01,6737386.25,3849935,1.75,United States,NASDAQ,USD,1,USD,-
ALDX,ALDEYRA THERAPEUTICS INC,Health Care,Equity,6740837.48,0.01,6740837.48,1364542,4.94,United States,NASDAQ,USD,1,USD,-
EVCM,EVERCOMMERCE INC,Information Technology,Equity,6725869.55,0.01,6725869.55,603217,11.15,United States,NASDAQ,USD,1,USD,-
LWLG,LIGHTWAVE LOGIC INC,Information Technology,Equity,6669135.85,0.01,6669135.85,3253237,2.05,United States,NASDAQ,USD,1,USD,-
KRRO,KORRO BIO INC,Health Care,Equity,6645000,0.01,6645000,166125,40,United States,NASDAQ,USD,1,USD,-
BYND,BEYOND MEAT INC,Consumer Staples,Equity,6633920.88,0.01,6633920.88,1625961,4.08,United States,NASDAQ,USD,1,USD,-
BARK,BARK INC CLASS A,Consumer Discretionary,Equity,6596774.69,0.01,6596774.69,3527687,1.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
OLMA,OLEMA PHARMACEUTICALS INC,Health Care,Equity,6598230.45,0.01,6598230.45,1072883,6.15,United States,NASDAQ,USD,1,USD,-
TBI,TRUEBLUE INC,Industrials,Equity,6601828.2,0.01,6601828.2,838860,7.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
EVEX,EVE HOLDING INC,Industrials,Equity,6592128.28,0.01,6592128.28,1218508,5.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
IPI,INTREPID POTASH INC,Materials,Equity,6593719.37,0.01,6593719.37,302603,21.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
PKE,PARK AEROSPACE CORP,Industrials,Equity,6593735.28,0.01,6593735.28,454114,14.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
OCGN,OCUGEN INC,Health Care,Equity,6586677.74,0.01,6586677.74,7789354,0.85,United States,NASDAQ,USD,1,USD,-
SVV,SAVERS VALUE VILLAGE INC,Consumer Discretionary,Equity,6548829.52,0.01,6548829.52,635192,10.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
LZM,LIFEZONE METALS LTD,Materials,Equity,6524117.9,0.01,6524117.9,938722,6.95,Isle of Man,New York Stock Exchange Inc.,USD,1,USD,-
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Health Care,Equity,6525896.62,0.01,6525896.62,1400407,4.66,United States,NASDAQ,USD,1,USD,-
BSVN,BANK7 CORP,Financials,Equity,6525945.01,0.01,6525945.01,142519,45.79,United States,NASDAQ,USD,1,USD,-
MAMA,MAMAS CREATIONS INC,Consumer Staples,Equity,6519309.12,0.01,6519309.12,842288,7.74,United States,NASDAQ,USD,1,USD,-
FVR,FRONTVIEW REIT INC,Real Estate,Equity,6502022.8,0.01,6502022.8,357254,18.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
SLRN,ACELYRIN INC,Health Care,Equity,6460187.5,0.01,6460187.5,1987750,3.25,United States,NASDAQ,USD,1,USD,-
PCYO,PURE CYCLE CORP,Utilities,Equity,6451026.3,0.01,6451026.3,514026,12.55,United States,NASDAQ,USD,1,USD,-
BWFG,BANKWELL FINANCIAL GROUP INC,Financials,Equity,6455675.52,0.01,6455675.52,205857,31.36,United States,NASDAQ,USD,1,USD,-
BLDE,BLADE AIR MOBILITY INC CLASS A,Industrials,Equity,6429488.94,0.01,6429488.94,1457934,4.41,United States,NASDAQ,USD,1,USD,-
WOW,WIDEOPENWEST INC,Communication,Equity,6430676.3,0.01,6430676.3,1368229,4.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
NGNE,NEUROGENE INC,Health Care,Equity,6428361.23,0.01,6428361.23,279859,22.97,United States,NASDAQ,USD,1,USD,-
ISTR,INVESTAR HOLDING CORP,Financials,Equity,6390135.5,0.01,6390135.5,290725,21.98,United States,NASDAQ,USD,1,USD,-
FSTR,LB FOSTER,Industrials,Equity,6349420.16,0.01,6349420.16,237628,26.72,United States,NASDAQ,USD,1,USD,-
CCCC,C4 THERAPEUTICS INC,Health Care,Equity,6344649.5,0.01,6344649.5,1674050,3.79,United States,NASDAQ,USD,1,USD,-
IRBT,IROBOT CORP,Consumer Discretionary,Equity,6331944.45,0.01,6331944.45,796471,7.95,United States,NASDAQ,USD,1,USD,-
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,Equity,6319400.32,0.01,6319400.32,1338856,4.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
BLFY,BLUE FOUNDRY BANCORP,Financials,Equity,6305828.64,0.01,6305828.64,646089,9.76,United States,NASDAQ,USD,1,USD,-
HDSN,HUDSON TECHNOLOGIES INC,Industrials,Equity,6306530.4,0.01,6306530.4,1167876,5.4,United States,NASDAQ,USD,1,USD,-
NRGV,ENERGY VAULT HOLDINGS INC,Industrials,Equity,6290696.25,0.01,6290696.25,2795865,2.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
DH,DEFINITIVE HEALTHCARE CORP CLASS A,Health Care,Equity,6239901.42,0.01,6239901.42,1475154,4.23,United States,NASDAQ,USD,1,USD,-
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,Equity,6245042.4,0.01,6245042.4,1734734,3.6,United States,NASDAQ,USD,1,USD,-
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care,Equity,6246575.06,0.01,6246575.06,1958174,3.19,United States,NASDAQ,USD,1,USD,-
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary,Equity,6232707,0.01,6232707,1154205,5.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRDA,CRAWFORD CLASS A,Financials,Equity,6231054.12,0.01,6231054.12,543722,11.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
ABSI,ABSCI CORP,Health Care,Equity,6159072.84,0.01,6159072.84,2223492,2.77,United States,NASDAQ,USD,1,USD,-
RLGT,RADIANT LOGISTIC INC,Industrials,Equity,6092250.92,0.01,6092250.92,925874,6.58,United States,Nyse Mkt Llc,USD,1,USD,-
GAMB,GAMBLING COM GROUP LTD,Communication,Equity,6077568,0.01,6077568,426496,14.25,Jersey,NASDAQ,USD,1,USD,-
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,Equity,6065025.12,0.01,6065025.12,437592,13.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
QUAD,QUAD GRAPHICS INC CLASS A,Industrials,Equity,6054695.1,0.01,6054695.1,858822,7.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
JAKK,JAKKS PACIFIC INC,Consumer Discretionary,Equity,6013425.36,0.01,6013425.36,219308,27.42,United States,NASDAQ,USD,1,USD,-
HMST,HOMESTREET INC,Financials,Equity,5993868.6,0.01,5993868.6,537085,11.16,United States,NASDAQ,USD,1,USD,-
PKOH,PARK OHIO HOLDINGS CORP,Industrials,Equity,5965401.16,0.01,5965401.16,231038,25.82,United States,NASDAQ,USD,1,USD,-
OVLY,OAK VALLEY BANCORP,Financials,Equity,5965987.5,0.01,5965987.5,200875,29.7,United States,NASDAQ,USD,1,USD,-
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,Real Estate,Equity,5954771.55,0.01,5954771.55,934815,6.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
KRO,KRONOS WORLDWIDE INC,Materials,Equity,5942404.48,0.01,5942404.48,616432,9.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
ASUR,ASURE SOFTWARE INC,Industrials,Equity,5948011.85,0.01,5948011.85,636151,9.35,United States,NASDAQ,USD,1,USD,-
BCBP,BCB BANCORP INC,Financials,Equity,5926719.7,0.01,5926719.7,508295,11.66,United States,NASDAQ,USD,1,USD,-
BRT,BRT APARTMENTS CORP,Real Estate,Equity,5910590.25,0.01,5910590.25,332991,17.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
MBCN,MIDDLEFIELD BANC CORP,Financials,Equity,5880197.2,0.01,5880197.2,208888,28.15,United States,NASDAQ,USD,1,USD,-
CIO,CITY OFFICE REIT INC,Real Estate,Equity,5868825.54,0.01,5868825.54,1099031,5.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
BYON,BEYOND INC,Consumer Discretionary,Equity,5870500.02,0.01,5870500.02,1270671,4.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
SERA,SERA PROGNOSTICS INC CLASS A,Health Care,Equity,5874856,0.01,5874856,734357,8,United States,NASDAQ,USD,1,USD,-
GETY,GETTY IMAGES HOLDINGS INC CLASS A,Communication,Equity,5866134,0.01,5866134,2678600,2.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,Equity,5847431.7,0.01,5847431.7,396705,14.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,5832986.53,0.01,5832986.53,3622973,1.61,United States,NASDAQ,USD,1,USD,-
NPWR,NET POWER INC CLASS A,Industrials,Equity,5820335.2,0.01,5820335.2,563440,10.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
MED,MEDIFAST INC,Consumer Staples,Equity,5785384,0.01,5785384,328715,17.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
LEGH,LEGACY HOUSING CORP,Consumer Discretionary,Equity,5751715.2,0.01,5751715.2,231924,24.8,United States,NASDAQ,USD,1,USD,-
SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,Equity,5747878.16,0.01,5747878.16,359692,15.98,United States,NASDAQ,USD,1,USD,-
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,Equity,5748898.24,0.01,5748898.24,896864,6.41,United States,NASDAQ,USD,1,USD,-
PHLT,PERFORMANT HEALTHCARE INC,Health Care,Equity,5742244.2,0.01,5742244.2,1864365,3.08,United States,NASDAQ,USD,1,USD,-
WBTN,WEBTOON ENTERTAINMENT INC,Communication,Equity,5743677,0.01,5743677,423575,13.56,United States,NASDAQ,USD,1,USD,-
SB,SAFE BULKERS INC,Industrials,Equity,5695317.39,0.01,5695317.39,1595327,3.57,Monaco,New York Stock Exchange Inc.,USD,1,USD,-
CHMG,CHEMUNG FINANCIAL CORP,Financials,Equity,5696659.8,0.01,5696659.8,115317,49.4,United States,NASDAQ,USD,1,USD,-
GCBC,GREENE COUNTY BANCORP INC,Financials,Equity,5681723.4,0.01,5681723.4,203646,27.9,United States,NASDAQ,USD,1,USD,-
ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary,Equity,5669579.82,0.01,5669579.82,319593,17.74,United States,NASDAQ,USD,1,USD,-
GNE,GENIE ENERGY LTD CLASS B,Utilities,Equity,5657559.6,0.01,5657559.6,367374,15.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWFL,NORWOOD FINANCIAL CORP,Financials,Equity,5660540.75,0.01,5660540.75,211609,26.75,United States,NASDAQ,USD,1,USD,-
INGN,INOGEN INC,Health Care,Equity,5641538.76,0.01,5641538.76,657522,8.58,United States,NASDAQ,USD,1,USD,-
KLTR,KALTURA INC,Information Technology,Equity,5616114.51,0.01,5616114.51,2518437,2.23,United States,NASDAQ,USD,1,USD,-
WEST,WESTROCK COFFEE,Consumer Staples,Equity,5620287.26,0.01,5620287.26,854147,6.58,United States,NASDAQ,USD,1,USD,-
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,Equity,5608246.4,0.01,5608246.4,1752577,3.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMPY,AMPLIFY ENERGY CORP,Energy,Equity,5600943.92,0.01,5600943.92,979186,5.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,Equity,5574367.82,0.01,5574367.82,505841,11.02,United States,NASDAQ,USD,1,USD,-
ANIK,ANIKA THERAPEUTICS INC,Health Care,Equity,5574915.92,0.01,5574915.92,343283,16.24,United States,NASDAQ,USD,1,USD,-
ASLE,AERSALE CORP,Industrials,Equity,5562502.99,0.01,5562502.99,907423,6.13,United States,NASDAQ,USD,1,USD,-
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,Equity,5556227.28,0.01,5556227.28,520246,10.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARDT,ARDENT HEALTH PARTNERS INC,Health Care,Equity,5558266.27,0.01,5558266.27,328697,16.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
THRD,THIRD HARMONIC BIO INC,Health Care,Equity,5558960.34,0.01,5558960.34,541809,10.26,United States,NASDAQ,USD,1,USD,-
ONL,ORION OFFICE REIT INC,Real Estate,Equity,5559877.5,0.01,5559877.5,1482634,3.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDZI,CADIZ INC,Utilities,Equity,5519259.9,0.01,5519259.9,1115002,4.95,United States,NASDAQ,USD,1,USD,-
PINE,ALPINE INCOME PROPERTY TRUST INC,Real Estate,Equity,5525162.29,0.01,5525162.29,340849,16.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
TG,TREDEGAR CORP,Materials,Equity,5515799.04,0.01,5515799.04,718203,7.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
MBX,MBX BIOSCIENCES INC,Health Care,Equity,5465321.91,0.01,5465321.91,272313,20.07,United States,NASDAQ,USD,1,USD,-
MITT,AG MORTGAGE INVESTMENT TRUST REIT,Financials,Equity,5441151.41,0.01,5441151.41,780653,6.97,United States,New York Stock Exchange Inc.,USD,1,USD,23-Jul-21
LCNB,LCNB CORP,Financials,Equity,5429016.72,0.01,5429016.72,363388,14.94,United States,NASDAQ,USD,1,USD,-
EWCZ,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary,Equity,5412625.92,0.01,5412625.92,867408,6.24,United States,NASDAQ,USD,1,USD,-
MGNX,MACROGENICS INC,Health Care,Equity,5402162.08,0.01,5402162.08,1672496,3.23,United States,NASDAQ,USD,1,USD,-
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate,Equity,5386687.02,0.01,5386687.02,414999,12.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
BPRN,PRINCETON BANCORP INC,Financials,Equity,5370330.56,0.01,5370330.56,156296,34.36,United States,NASDAQ,USD,1,USD,-
XOMA,XOMA ROYALTY CORP,Health Care,Equity,5351997.4,0.01,5351997.4,203498,26.3,United States,NASDAQ,USD,1,USD,-
DSGN,DESIGN THERAPEUTICS INC,Health Care,Equity,5324425,0.01,5324425,851908,6.25,United States,NASDAQ,USD,1,USD,-
FVCB,FVCBANKCORP INC,Financials,Equity,5315917.2,0.01,5315917.2,439332,12.1,United States,NASDAQ,USD,1,USD,-
WEYS,WEYCO GROUP INC,Consumer Discretionary,Equity,5320375.68,0.01,5320375.68,142944,37.22,United States,NASDAQ,USD,1,USD,-
HPK,HIGHPEAK ENERGY INC,Energy,Equity,5307526.14,0.01,5307526.14,368067,14.42,United States,NASDAQ,USD,1,USD,-
AVNW,AVIAT NETWORKS INC,Information Technology,Equity,5310734.22,0.01,5310734.22,298021,17.82,United States,NASDAQ,USD,1,USD,-
INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary,Equity,5311520,0.01,5311520,596800,8.9,United States,NASDAQ,USD,1,USD,-
ONIT,ONITY GROUP INC,Financials,Equity,5280008.18,0.01,5280008.18,174719,30.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
TLS,TELOS CORPORATION CORP,Information Technology,Equity,5285028,0.01,5285028,1554420,3.4,United States,NASDAQ,USD,1,USD,-
ARQ,ARQ INC,Materials,Equity,5251189.12,0.01,5251189.12,737009,7.13,United States,NASDAQ,USD,1,USD,-
LNZA,LANZATECH GLOBAL INC,Industrials,Equity,5245912.38,0.01,5245912.38,2820383,1.86,United States,NASDAQ,USD,1,USD,-
IHRT,IHEARTMEDIA INC CLASS A,Communication,Equity,5234049.4,0.01,5234049.4,2740340,1.91,United States,NASDAQ,USD,1,USD,-
MEC,MAYVILLE ENGINEERING COMPANY INC,Industrials,Equity,5225899.68,0.01,5225899.68,333072,15.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,Equity,5205411.75,0.01,5205411.75,293925,17.71,United States,NASDAQ,USD,1,USD,-
LE,LAND END INC,Consumer Discretionary,Equity,5207199.8,0.01,5207199.8,388597,13.4,United States,NASDAQ,USD,1,USD,-
IBEX,IBEX LTD,Industrials,Equity,5177273.7,0.01,5177273.7,241590,21.43,United States,NASDAQ,USD,1,USD,-
RNAC,CARTESIAN THERAPEUTICS INC,Health Care,Equity,5179141.95,0.01,5179141.95,261705,19.79,United States,NASDAQ,USD,1,USD,-
FORR,FORRESTER RESEARCH INC,Industrials,Equity,5182540.48,0.01,5182540.48,329888,15.71,United States,NASDAQ,USD,1,USD,-
ITOS,ITEOS THERAPEUTICS INC,Health Care,Equity,5174910.6,0.01,5174910.6,706955,7.32,United States,NASDAQ,USD,1,USD,-
SMID,SMITH MIDLAND CORP,Materials,Equity,5161985.28,0.01,5161985.28,116576,44.28,United States,NASDAQ,USD,1,USD,-
MFIN,MEDALLION FINANCIAL CORP,Financials,Equity,5164228.65,0.01,5164228.65,551145,9.37,United States,NASDAQ,USD,1,USD,-
SAMG,SILVERCREST ASSET MANAGEMENT GROUP,Financials,Equity,5133863.9,0.01,5133863.9,279470,18.37,United States,NASDAQ,USD,1,USD,-
CADL,CANDEL THERAPEUTICS INC,Health Care,Equity,5138302.3,0.01,5138302.3,579290,8.87,United States,NASDAQ,USD,1,USD,-
VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,Equity,5102927.7,0.01,5102927.7,133062,38.35,United States,NASDAQ,USD,1,USD,-
REI,RING ENERGY INC,Energy,Equity,5078085,0.01,5078085,4062468,1.25,United States,Nyse Mkt Llc,USD,1,USD,-
APPS,DIGITAL TURBINE INC,Information Technology,Equity,5070136.8,0.01,5070136.8,2725880,1.86,United States,NASDAQ,USD,1,USD,-
SEVN,SEVEN HILLS REALTY TRUST,Financials,Equity,5045136.75,0.01,5045136.75,395697,12.75,United States,NASDAQ,USD,1,USD,-
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials,Equity,5047273,0.01,5047273,1042825,4.84,United States,NASDAQ,USD,1,USD,-
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,Equity,5050729.32,0.01,5050729.32,649194,7.78,United States,NASDAQ,USD,1,USD,-
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,Equity,5026341.52,0.01,5026341.52,745748,6.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
KRT,KARAT PACKAGING INC,Industrials,Equity,5011886.88,0.01,5011886.88,166896,30.03,United States,NASDAQ,USD,1,USD,-
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples,Equity,4998355.6,0.01,4998355.6,332780,15.02,United States,NASDAQ,USD,1,USD,-
VEL,VELOCITY FINANCIAL INC,Financials,Equity,4982011.8,0.01,4982011.8,252894,19.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRTX,HERON THERAPEUTICS INC,Health Care,Equity,4956472.2,0.01,4956472.2,3197724,1.55,United States,NASDAQ,USD,1,USD,-
NKSH,NATIONAL BANKSHARES INC,Financials,Equity,4903075.24,0.01,4903075.24,172522,28.42,United States,NASDAQ,USD,1,USD,-
MG,MISTRAS GROUP INC,Industrials,Equity,4866329.8,0.01,4866329.8,543724,8.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
LFMD,LIFEMD INC,Health Care,Equity,4852115.28,0.01,4852115.28,929524,5.22,United States,NASDAQ,USD,1,USD,-
FCEL,FUELCELL ENERGY INC,Industrials,Equity,4852392.24,0.01,4852392.24,483306,10.04,United States,NASDAQ,USD,1,USD,-
BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,Equity,4790607.2,0.01,4790607.2,18626,257.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
PROK,PROKIDNEY CORP CLASS A,Health Care,Equity,4791025,0.01,4791025,2818250,1.7,United States,NASDAQ,USD,1,USD,-
NKTR,NEKTAR THERAPEUTICS,Health Care,Equity,4792623.75,0.01,4792623.75,5049119,0.95,United States,NASDAQ,USD,1,USD,-
TTSH,TILE SHOP HOLDINGS INC,Consumer Discretionary,Equity,4794875.28,0.01,4794875.28,697944,6.87,United States,NASDAQ,USD,1,USD,-
ONTF,ON24 INC,Information Technology,Equity,4773340,0.01,4773340,734360,6.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATNI,ATN INTERNATIONAL INC,Communication,Equity,4759571.46,0.01,4759571.46,286894,16.59,United States,NASDAQ,USD,1,USD,-
FSP,FRANKLIN STREET PROPERTIES REIT CO,Real Estate,Equity,4751976.36,0.01,4751976.36,2527647,1.88,United States,Nyse Mkt Llc,USD,1,USD,-
INBX,INHIBRX BIOSCIENCES INC,Health Care,Equity,4723061.61,0.01,4723061.61,314661,15.01,United States,NASDAQ,USD,1,USD,-
ALCO,ALICO INC,Consumer Staples,Equity,4708002.15,0.01,4708002.15,184845,25.47,United States,NASDAQ,USD,1,USD,-
CVRX,CVRX INC,Health Care,Equity,4691786.16,0.01,4691786.16,356248,13.17,United States,NASDAQ,USD,1,USD,-
CATX,PERSPECTIVE THERAPEUTICS INC,Health Care,Equity,4681037.9,0.01,4681037.9,1467410,3.19,United States,Nyse Mkt Llc,USD,1,USD,-
CRDF,CARDIFF ONCOLOGY INC,Health Care,Equity,4682957.76,0.01,4682957.76,1084018,4.32,United States,NASDAQ,USD,1,USD,-
MRSN,MERSANA THERAPEUTICS INC,Health Care,Equity,4684242,0.01,4684242,3122828,1.5,United States,NASDAQ,USD,1,USD,-
CTRN,CITI TRENDS INC,Consumer Discretionary,Equity,4656031.65,0.01,4656031.65,173409,26.85,United States,NASDAQ,USD,1,USD,-
RELL,RICHARDSON ELECTRONICS LTD,Information Technology,Equity,4623398.06,0.01,4623398.06,333338,13.87,United States,NASDAQ,USD,1,USD,-
ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,Equity,4614831.9,0.01,4614831.9,1508115,3.06,United States,NASDAQ,USD,1,USD,-
LRMR,LARIMAR THERAPEUTICS INC,Health Care,Equity,4568703.48,0.01,4568703.48,1153713,3.96,United States,NASDAQ,USD,1,USD,-
AFCG,ADVANCED FLOWER CAPITAL INC,Financials,Equity,4558356.88,0.01,4558356.88,524552,8.69,United States,NASDAQ,USD,1,USD,-
MYPS,PLAYSTUDIOS INC CLASS A,Communication,Equity,4514256.35,0.01,4514256.35,2363485,1.91,United States,NASDAQ,USD,1,USD,-
SPCE,VIRGIN GALACTIC HOLDINGS INC SHS C,Industrials,Equity,4494735.52,0.01,4494735.52,704504,6.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
RAPP,RAPPORT THERAPEUTICS INC,Health Care,Equity,4497340.87,0.01,4497340.87,236329,19.03,United States,NASDAQ,USD,1,USD,-
MYFW,FIRST WESTERN FINANCIAL INC,Financials,Equity,4475170.92,0.01,4475170.92,235164,19.03,United States,NASDAQ,USD,1,USD,-
SRI,STONERIDGE INC,Consumer Discretionary,Equity,4476565.44,0.01,4476565.44,720864,6.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,Equity,4466282.52,0.01,4466282.52,141204,31.63,United States,NASDAQ,USD,1,USD,-
ESSA,ESSA BANCORP INC,Financials,Equity,4466436.72,0.01,4466436.72,232264,19.23,United States,NASDAQ,USD,1,USD,-
CHRS,COHERUS BIOSCIENCES INC,Health Care,Equity,4466932.09,0.01,4466932.09,2997941,1.49,United States,NASDAQ,USD,1,USD,-
RSVR,RESERVOIR MEDIA INC,Communication,Equity,4460478.4,0.01,4460478.4,503440,8.86,United States,NASDAQ,USD,1,USD,-
PRME,PRIME MEDICINE INC,Health Care,Equity,4460997.5,0.01,4460997.5,1538275,2.9,United States,NASDAQ,USD,1,USD,-
ATLO,AMES NATIONAL CORP,Financials,Equity,4461633,0.01,4461633,270402,16.5,United States,NASDAQ,USD,1,USD,-
CDLX,CARDLYTICS INC,Communication,Equity,4419430.82,0.01,4419430.82,1184834,3.73,United States,NASDAQ,USD,1,USD,-
RCKY,ROCKY BRANDS INC,Consumer Discretionary,Equity,4420814.07,0.01,4420814.07,196219,22.53,United States,NASDAQ,USD,1,USD,-
ARAY,ACCURAY INC,Health Care,Equity,4414516.32,0.01,4414516.32,2412304,1.83,United States,NASDAQ,USD,1,USD,-
FFNW,FIRST FINANCIAL NORTHWEST INC,Financials,Equity,4376166.12,0.01,4376166.12,203922,21.46,United States,NASDAQ,USD,1,USD,-
FATE,FATE THERAPEUTICS INC,Health Care,Equity,4377189.11,0.01,4377189.11,2718751,1.61,United States,NASDAQ,USD,1,USD,-
CHGG,CHEGG INC,Consumer Discretionary,Equity,4353799.02,0.01,4353799.02,2755569,1.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLL,PIEDMONT LITHIUM INC,Materials,Equity,4341976.66,0.01,4341976.66,473498,9.17,United States,NASDAQ,USD,1,USD,-
MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,Equity,4343382,0.01,4343382,198600,21.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
RXT,RACKSPACE TECHNOLOGY INC,Information Technology,Equity,4336786.87,0.01,4336786.87,1962347,2.21,United States,NASDAQ,USD,1,USD,-
GENC,GENCOR INDUSTRIES INC,Industrials,Equity,4317392.4,0.01,4317392.4,248126,17.4,United States,Nyse Mkt Llc,USD,1,USD,-
WTI,W AND T OFFSHORE INC,Energy,Equity,4313713.25,0.01,4313713.25,2679325,1.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,Equity,4308879.74,0.01,4308879.74,125917,34.22,United States,NASDAQ,USD,1,USD,-
ADCT,ADC THERAPEUTICS SA,Health Care,Equity,4274100.04,0.01,4274100.04,2105468,2.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
LSEA,LANDSEA HOMES CORP,Consumer Discretionary,Equity,4275632.4,0.01,4275632.4,491452,8.7,United States,NASDAQ,USD,1,USD,-
BRCC,BRC INC CLASS A,Consumer Staples,Equity,4266550.45,0.01,4266550.45,1398869,3.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
LXEO,LEXEO THERAPEUTICS INC,Health Care,Equity,4253534.7,0.01,4253534.7,627365,6.78,United States,NASDAQ,USD,1,USD,-
PVBC,PROVIDENT BANCORP INC,Financials,Equity,4257556.55,0.01,4257556.55,371839,11.45,United States,NASDAQ,USD,1,USD,-
BTMD,BIOTE CORP CLASS A,Health Care,Equity,4246658.42,0.01,4246658.42,708958,5.99,United States,NASDAQ,USD,1,USD,-
UP,WHEELS UP EXPERIENCE INC CLASS A,Industrials,Equity,4235515.48,0.01,4235515.48,2462509,1.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
PMTS,CPI CARD GROUP INC,Information Technology,Equity,4227037.1,0.01,4227037.1,132509,31.9,United States,NASDAQ,USD,1,USD,-
ACDC,PROFRAC HOLDING CLASS A CORP,Energy,Equity,4194665.8,0.01,4194665.8,572260,7.33,United States,NASDAQ,USD,1,USD,-
STRO,SUTRO BIOPHARMA INC,Health Care,Equity,4166469.09,0.01,4166469.09,2204481,1.89,United States,NASDAQ,USD,1,USD,-
